config,epochs,lr,aug,acc_mean,acc_std,acc_min,acc_max,train_loss_mean,sec_mean,accs
2_alexnet_frozen,5,0.0001,none,0.9099999999999999,0.0547722557505166,0.85,0.95,0.001531404106935952,2.6119338512420653,0.9500;0.9500;0.8500;0.9500;0.8500
8_alexnet_finetune,5,1e-05,none,0.86,0.06519202405202645,0.8,0.95,0.2638939547538757,2.8864767074584963,0.9500;0.8000;0.8000;0.9000;0.8500
9_resnet18_noaug_15,15,0.001,none,0.9099999999999999,0.0651920240520265,0.85,1.0,0.1410453921556473,5.938625288009644,0.9000;1.0000;0.9500;0.8500;0.8500
10_resnet18_aug_15,15,0.001,basic,0.9,0.07071067811865475,0.85,1.0,0.14289383560419083,8.690345287322998,0.9500;1.0000;0.8500;0.8500;0.8500
